epoch,max_epochs,loss,correct
10,100,35.97734029706239,23
20,100,34.05891545385167,31
30,100,33.14875506612076,28
40,100,32.519588340690625,33
50,100,32.07467586988455,34
60,100,31.690165415487783,35
70,100,31.318817335967445,37
80,100,30.958833349429653,37
90,100,30.597951994131144,38
100,100,30.25135584007768,38
