epoch,max_epochs,loss,correct
10,150,86.18919212510492,99
20,150,82.71895930227632,101
30,150,80.21976988824214,104
40,150,78.06094133821249,103
50,150,76.22801661135694,105
60,150,74.57546482132197,108
70,150,73.05054977476264,110
80,150,71.9301723892233,112
90,150,70.92212031138497,112
100,150,69.94518708429072,114
110,150,68.96968994835693,114
120,150,68.01297137220864,115
130,150,67.07010712233127,117
140,150,66.14042885886563,119
150,150,65.2209588876169,121
